time,thrust1,thrust2,thrust3,thrust4,pos_error
1746065764.2120461,2.023808807585926,2.9921168769459916,3.66578520653831,1.6089850087758013,0
1746065764.241884,1.9712150147777154,3.066080203823878,3.638994769280752,1.5658924672473877,0
1746065764.269769,1.926012121406853,3.1342374297903133,3.6019305626721296,1.527838914855192,0
1746065764.3045921,1.8877390234538018,3.195914294962155,3.554720744352617,1.4943888990330725,0
1746065764.3282485,1.8559585739963316,3.2505567766687085,3.4978123065189313,1.4651635300784274,0
1746065764.3629181,1.8302689594514263,3.297736464220877,3.4319153705884817,1.4398336503353666,0
1746065764.3911726,1.8103103812567845,3.3371527073893343,3.357945171152985,1.4181143196179613,0
1746065764.445619,1.7957656524536942,3.3686294187914427,3.2769652732228165,1.3997601817502847,0
1746065764.4796813,1.812928480910144,3.38647304882844,3.0666284194650597,1.3749336562630587,0
1746065764.4991949,1.7860113452079407,3.410515802369441,2.989675687447402,1.3640627549151916,0
1746065764.5239623,1.7894581373758798,3.4166749206181675,2.899655347533214,1.3554686928985986,0
1746065764.5496445,1.7967373866660015,3.4126692655367665,2.8030820924641477,1.3505973315430104,0
1746065764.5753133,1.8094463803607495,3.4003815088838043,2.7050598054652535,1.3485035979408466,0
1746065764.6025612,1.8264572628755402,3.38085564200388,2.6074339781095,1.3490547928925263,0
1746065764.6279283,1.8474950969585193,3.3548050379226515,2.5113319596760046,1.3520799380446034,0
1746065764.6551423,1.8723422651229313,3.3228152882294655,2.4175216573106644,1.3575262459541375,0
1746065764.688915,1.9008404069507046,3.285426810399538,2.326579678788332,1.3653556588203244,0
1746065764.7242987,1.932841935327019,3.2431669801842706,2.2389449828981194,1.3755579219581227,0
1746065764.7432208,1.9681979119081996,3.1965620540187345,2.154944711174635,1.3881368831985545,0
1746065764.7893314,2.0067498255936522,3.146136622164585,2.0748089373305723,1.4031115589235552,0
1746065764.8131294,2.0483240908227143,3.0924105451683226,1.9986835563577618,1.420513071342253,0
1746065764.837348,2.0927289896443972,3.035896413881313,1.9266433072187312,1.4403846950592925,0
1746065764.8724298,2.139749995402809,2.977094563702106,1.8587045623049336,1.4627810390182459,0
1746065764.8871403,2.1891456567051395,2.9164887334715366,1.7948361557414023,1.4877670446600673,0
1746065764.9171085,2.2406439952312356,2.8545433394355606,1.7349709975000445,1.5154173314021433,0
1746065764.9371853,2.2939379430752695,2.7916998380206146,1.6790151260203068,1.5458152076450211,0
1746065764.9712057,2.3486812332849087,2.7283735493260393,1.6268564465346151,1.5790513793946386,0
1746065765.005389,2.404483545172494,2.664952828327915,1.5783723427739016,1.6152220150988281,0
1746065765.026618,2.4609092566327933,2.601797160488159,1.5334358258296128,1.6544278957979845,0
1746065765.057748,2.5174731898711595,2.539236386151137,1.4919201115863616,1.6967712899402065,0
1746065765.092681,2.5736402610181863,2.4775715198560477,1.4537030266459832,1.7423531245133543,0
1746065765.1169615,2.628827202946558,2.4170745146008077,1.4186709332018583,1.791271105682728,0
1746065765.1789176,2.6824039403719833,2.357989962431612,1.3867198805500935,1.8436135067674162,0
1746065765.2076664,2.7810904318637233,2.2175280522148326,1.3263715755216463,1.9773934337393937,0
1746065765.238182,2.8329958904696304,2.185751243324744,1.3077288922353465,2.0263298999336183,0
1746065765.258593,2.8729163624343506,2.135999730746171,1.2859531213020106,2.0929010981583507,0
1746065765.286958,2.909260005390014,2.0868250583982366,1.268191862303961,2.16339827693179,0
1746065765.3128762,2.9397650917276135,2.039858155018923,1.2528603571979444,2.237709324637039,0
1746065765.3422592,2.9639116495831725,1.9954080013594515,1.2403662746213058,2.3153978072080834,0
1746065765.3688452,2.981144268210619,1.9535844572558145,1.2305578909247112,2.3962358408794215,0
1746065765.3965492,2.991134977556543,1.9144577577823436,1.2234586969256644,2.479951130767226,0
1746065765.4349988,2.993700673689265,1.878067935781851,1.2190317273584514,2.566217233896527,0
1746065765.448447,2.9888267458990994,1.844440648488988,1.2172586452263117,2.6546371982457,0
1746065765.477069,2.9766635818491096,1.813587418856129,1.218108962468992,2.744741006179298,0
1746065765.50429,2.9575223349403097,1.7855069392571157,1.221546765953383,2.8359850531822652,0
1746065765.5300708,2.931856918879044,1.7601857267036423,1.2275267413404656,2.9277540135961666,0
1746065765.5549543,2.9002418621564736,1.7375998405962858,1.2359928397116116,3.0193648362560284,0
1746065765.5870414,2.863346194344899,1.7177168992046101,1.2468782418758186,3.1100750411218505,0
1746065765.609459,2.821900167275881,1.7004973586734886,1.2601049347141466,3.19909133540339,0
1746065765.6475685,2.7766636598736314,1.685897455613599,1.2755841037092903,3.2855806198397173,0
1746065765.6729922,2.728399537034622,1.6738716307361643,1.293217676576268,3.368684615038364,0
1746065765.7208698,2.677846179099121,1.6643740657507626,1.312898787190144,3.4475356110553395,0
1746065765.750406,2.6257029125832254,1.6573612983737187,1.3345127395834513,3.521276707718717,0
1746065765.7724502,2.532563836180674,1.6383267167600097,1.3729431480871923,3.6221624482915096,0
1746065765.8124945,2.464845275184334,1.6480784239590867,1.4104904444670958,3.7083475225583187,0
1746065765.829905,2.4094288200341913,1.652879212800915,1.439289794885744,3.7541946298170643,0
1746065765.8627489,2.3557779879356495,1.6565836372053624,1.4699443583286904,3.793466290925648,0
1746065765.8959548,2.3042867395641453,1.6641283015634787,1.501109364144918,3.8226437561026194,0
1746065765.9164503,2.254476786613727,1.6734501348051494,1.5332292060351758,3.8425986436235577,0
1746065765.959823,2.206633490955417,1.6853461187246703,1.5661095101190297,3.852962689107938,0
1746065765.9769056,2.1607937203045706,1.6995329149206586,1.5996484393143762,3.8539016065115668,0
1746065766.0139494,2.117070633896537,1.716121188470536,1.6336925286975594,3.8455869420870443,0
1746065766.0421984,2.0755145342246712,1.735080907106508,1.6680911373924892,3.8283769769005973,0
1746065766.064293,2.03616273105299,1.7564337043687945,1.7026858280308712,3.8027386891639257,0
1746065766.0988252,1.9990260524797165,1.780181455464579,1.737316740390584,3.7692590511729533,0
1746065766.131789,1.9640992903616248,1.806329863082483,1.7718203906274672,3.7286140778416312,0
1746065766.166807,1.931361147638494,1.834876640557446,1.806032825520746,3.6815543398155626,0
1746065766.178507,1.9007791211235312,1.865814482287466,1.8397888635510777,3.6288788574682034,0
1746065766.2102757,1.8723110629132653,1.8991266501431665,1.872925024778387,3.571415583580084,0
1746065766.2731872,1.8459072152191427,1.9347865527455639,1.9052807004169647,3.5099999049559827,0
1746065766.2964692,1.7952708696848263,2.017032182545592,1.9633777249405022,3.366711840639138,0
1746065766.324659,1.7759074012406966,2.059403182201804,2.00033489924712,3.302575452447539,0
1746065766.3490224,1.7580769234069502,2.103673954244304,2.026234538227934,3.2336142145232714,0
1746065766.373367,1.7402894912255864,2.15038509129107,2.0534762335650716,3.164139198091996,0
1746065766.3942351,1.7249402665168967,2.1992711624426247,2.0784397129585117,3.094366916013443,0
1746065766.4330535,1.7109907187177251,2.249937552291669,2.1019258556615172,3.02547307350606,0
1746065766.4758773,1.6987505451495062,2.3022228862239658,2.123576201929844,2.957877817330306,0
1746065766.51295,1.68800244956041,2.3559269043262967,2.1434718407560753,2.8920168218044044,0
1746065766.541464,1.6628182378437635,2.4702458524383477,2.1865432302702774,2.758760268812159,0
1746065766.5754683,1.6628762443328837,2.532631298020008,2.1982791055951223,2.7000191311024735,0
1746065766.5865662,1.6581033050017522,2.587273582999673,2.207632115612522,2.644485414268883,0
1746065766.6275988,1.6540349203936329,2.645762149699033,2.2189669399252256,2.5901139588708078,0
1746065766.6657825,1.6511307188775914,2.704227958725798,2.228747085552123,2.5384746990083693,0
1746065766.6835892,1.6490322022315278,2.7629630134648937,2.2375817493212025,2.48954577814304,0
1746065766.719397,1.6478654326943818,2.821260356124898,2.245294384193872,2.44352474688311,0
1746065766.7363656,1.6474781712444913,2.878912605548017,2.2521028952952116,2.4003786348471152,0
1746065766.7665606,1.6478114010484834,2.93558360140988,2.258139471747445,2.3601025480545856,0
1746065766.7932162,1.6487599098260806,2.990995642446933,2.2635862054400113,2.3226522181907425,0
1746065766.8252134,1.6502310154203397,3.044849066519534,2.2686102541715814,2.2879853995548842,0
1746065766.8458636,1.6521262668725343,3.0968473416258644,2.2733792510864794,2.2560533072030284,0
1746065766.8826683,1.6543497632921755,3.146687472058975,2.2780492334591904,2.2268064636988347,0
1746065766.901047,1.6568074559219845,3.1940652202327073,2.2827635119194727,2.200195237504644,0
1746065766.9287796,1.659409520101875,3.238677084436786,2.2876504534832955,2.1761723896639626,0
1746065766.9546132,1.662072165813628,3.280224450860286,2.292821184098765,2.154691851758708,0
1746065766.9848292,1.664718383908277,3.318416879276824,2.298367895825458,2.1357109596197406,0
1746065767.029949,1.6672805002658326,3.3529775359736504,2.3043637521443037,2.1191892479400614,0
1746065767.053402,1.669699757513475,3.3836491747134514,2.3108626401795185,2.1050896341418075,0
1746065767.0805273,1.6719291510383512,3.4101987559564146,2.317899379063139,2.0933775327344772,0
1746065767.0985496,1.6739333733548727,3.432422758561575,2.325489891108335,2.084021430806555,0
1746065767.1409771,1.675688028850739,3.450153350604952,2.3336321305957686,2.076991851671892,0
1746065767.164551,1.6771824104558772,3.4632631430988896,2.3423085189608885,2.072262963162652,0
1746065767.1924577,1.6784165475091937,3.47166920958707,2.3514864832416746,2.069809837583303,0
1746065767.2254322,1.6794020044071694,3.475336242595408,2.361120060163651,2.069610069275598,0
1746065767.2514317,1.6801605489822677,3.474277096215189,2.3711504717534706,2.071641263716549,0
1746065767.2693162,1.6807234923593781,3.4685555615943655,2.381510590068994,2.075882801011631,0
1746065767.293018,1.6811304408201975,3.458284399385398,2.392122837860566,2.082313423110566,0
1746065767.328185,1.6814276907581938,3.443624409449267,2.402905030234756,2.0909125878072294,0
1746065767.3587487,1.6816664405295862,3.4247799184648144,2.4137673112912146,2.1016577524299205,0
1746065767.4085822,1.681903044857711,3.401994352705076,2.424616839332785,2.1145248519174444,0
1746065767.4264247,1.6753780426214644,3.3305728481869563,2.452541202574626,2.160697526491735,0
1746065767.4620428,1.682196745412689,3.308333447529603,2.4589527070042916,2.1667426742638978,0
1746065767.4864407,1.6836292519684477,3.2746489904350895,2.4667876744785318,2.18822601806875,0
1746065767.5118978,1.684882108697501,3.2374285404615075,2.475904730372115,2.21083994258086,0
1746065767.5492766,1.6864840491456903,3.197632127438803,2.4845166366754556,2.235847128660998,0
1746065767.573981,1.688390204090941,3.1561726119184828,2.4925628385803984,2.262670416806754,0
1746065767.6088614,1.6907833672600945,3.1134168289551405,2.499836970140458,2.291319049181679,0
1746065767.6256852,1.6936889812161224,3.069743469395985,2.506257668234068,2.321676290635467,0
1746065767.665339,1.6971735911555446,3.0254667381009055,2.5117322020899624,2.3536710648844794,0
1746065767.7080963,1.7012829726289187,2.9808859553327753,2.5161843018699126,2.3872134350286713,0
1746065767.7238839,1.7060656466985713,2.936275115273739,2.5195409556791786,2.4222087715624867,0
1746065767.760475,1.7115662270972563,2.8918871832611432,2.5217367431210875,2.4585515439662093,0
1746065767.7915223,1.717827681162004,2.847951887352394,2.5227114156526786,2.496125541215436,0
1746065767.8413656,1.724890978509791,2.8046772875726784,2.5224125205463586,2.5348036689064917,0
1746065767.886231,1.7457071707852307,2.7099880424994445,2.510448367685608,2.6272101209133383,0
1746065767.9276807,1.7508953821701603,2.675420871860251,2.512867537280574,2.6618281145404583,0
1746065767.9456282,1.762358438512586,2.6378398519676187,2.507473883996368,2.701630867906258,0
1746065767.9740474,1.7737264630520255,2.5999441498126656,2.5006269609021974,2.743805469693033,0
1746065768.0049083,1.7864081850361113,2.56351785879042,2.492160736304012,2.786236888399845,0
1746065768.059003,1.8000544612633074,2.528651125421063,2.4823087907628776,2.828619571292145,0
1746065768.104086,1.8387533270225416,2.4570253097925887,2.4477048281692557,2.918771186068014,0
1746065768.14772,1.8479170176193984,2.430723518957192,2.4427559106113432,2.9586152002974218,0
1746065768.17143,1.8665874994184786,2.403931331212114,2.4284499866118705,2.996274424760187,0
1746065768.1991062,1.8856038045777395,2.377525681592282,2.4124199380599762,3.034783879278178,0
1746065768.2333696,1.9060276860754677,2.353175606434417,2.395055903441241,3.071797082232783,0
1746065768.2629883,1.9275576587492778,2.3307123864990764,2.3766798625761605,3.1070131174365567,0
1746065768.2827623,1.9502349912452999,2.3102353053001545,2.3573811245509475,3.1400545449553436,0
1746065768.324545,1.9740347120584745,2.2917281161686915,2.3372773631749473,3.1706886558554825,0
1746065768.354097,1.9989444754053527,2.275195921233429,2.316475167917347,3.198686433113119,0
1746065768.4031236,2.0249394345601908,2.2606343541100595,2.2950881547869013,3.2238418138952483,0
1746065768.427745,2.089771774643245,2.238059812878459,2.2399980860397473,3.262557189412063,0
1746065768.4601483,2.111317727105375,2.2270401356204212,2.2262706030744566,3.2835212791914916,0
1746065768.4861472,2.1410614149481386,2.220850069540559,2.20421587422485,3.295220713808796,0
1746065768.52536,2.172018266634992,2.2156272447885246,2.1816356852930685,3.3042919267357918,0
1746065768.5313978,2.2037924135343885,2.21256854149893,2.1591064158073054,3.3097019091530586,0
1746065768.5839298,2.2361915554559477,2.2114291524520695,2.136852508314071,3.31148033077366,0
1746065768.6237206,2.269089024311605,2.2122547951082785,2.1149975225932875,3.3095684428417966,0
1746065768.6483874,2.3023643356889725,2.215016976361336,2.093644950851344,3.3040192221060707,0
1746065768.673135,2.335889148514801,2.219702624512865,2.0728886811660505,3.294912834075731,0
1746065768.704303,2.369525931389306,2.2262917422183,2.052816173982283,3.2823677063850156,0
1746065768.7225204,2.4031272869934326,2.234762181385709,2.0335081012079232,3.26653218676919,0
1746065768.748859,2.436537685426484,2.2450876829104756,2.01503853352548,3.247583518260315,0
1746065768.7776294,2.4695938733144627,2.257237511852889,1.997475040982237,3.225724093257987,0
1746065768.8377054,2.502127064808516,2.27117680142459,1.9808784420177903,3.2011785368642927,0
1746065768.8875086,2.567390146584881,2.312659537633203,1.9448754857847264,3.1383793772573125,0
1746065768.92647,2.6292799543849315,2.3548912388877534,1.9177928447649084,3.071096902530239,0
1746065768.9594,2.6583734166658597,2.370218732352964,1.9102162156562086,3.040954446442973,0
1746065768.9889185,2.6845590815727793,2.3942468851629193,1.899859681658024,3.005350601259354,0
1746065769.034774,2.7098498024785074,2.419804605819601,1.8905994870556992,2.9685389308812122,0
1746065769.0628886,2.7331365978704247,2.4466077770811596,1.8827200625247955,2.931215584097652,0
1746065769.0881114,2.7542441892333063,2.4744933156733278,1.8761831378116802,2.8937048584948166,0
1746065769.1159112,2.773024730865355,2.503350505042959,1.8710110335260364,2.8562234740426353,0
1746065769.1410818,2.789372891112471,2.533066202769772,1.8671991798490177,2.8189681109944806,0
1746065769.167079,2.80319919712893,2.5635205546127224,1.8647457827943528,2.7821175224417525,0
1746065769.1910934,2.8144351810151815,2.5945866133531856,1.8636476517880138,2.745837467572764,0
1746065769.2119913,2.823031309229733,2.6261286756942632,1.863900549957477,2.7102776547394014,0
1746065769.2448614,2.828958880302861,2.6580041276858832,1.8654991917563366,2.675573425853665,0
1746065769.2603085,2.8322108935272023,2.6900633694968348,1.8684378387255522,2.6418458448348776,0
1746065769.2913778,2.832801975221845,2.7221507941444147,1.872709574237594,2.609201959737126,0
1746065769.3244433,2.830768058264464,2.754105478420702,1.878306390018853,2.5777355684528085,0
1746065769.3571098,2.82616627392877,2.7857626265504947,1.885219154044691,2.5475280311771114,0
1746065769.3841355,2.8190739727669407,2.81695371609313,1.89343703439007,2.5186486938009,0
1746065769.4136171,2.8095880031756866,2.847508900453481,1.90294782193736,2.491156628185476,0
1746065769.4364033,2.797822261576508,2.877257708227461,1.913736993350924,2.46510087262387,0
1746065769.4608998,2.7839074995716766,2.906030520313221,1.9257879295344478,2.440521248223596,0
1746065769.4908302,2.7679876430896484,2.933659790053113,1.9390807346832066,2.417449360775205,0
1746065769.512946,2.7502200452429437,2.959982897859665,1.9535932266618157,2.3959101704326278,0
1746065769.5473154,2.730770367276963,2.984842312182592,1.9692992133182519,2.3759217933410537,0
1746065769.5797036,2.7098128487126734,3.008088132957464,1.986168629124229,2.35749630169527,0
1746065769.6250052,2.687526610233745,3.0295793640818216,2.004167142499731,2.340641012084061,0
1746065769.6344688,2.6640935031816797,3.049185693434169,2.0232559627986904,2.3253585517132516,0
1746065769.6543422,2.6396969326836626,3.0667897378943874,2.043391542182302,2.3116480831865145,0
1746065769.6953008,2.6145174316690634,3.0822860502029608,2.0645239841686265,2.299504334434895,0
1746065769.7165658,2.5887341475976586,3.095586119730343,2.086598979909993,2.288919891984027,0
1746065769.742217,2.5625204534591486,3.1066163441579255,2.109555258194057,2.2798838733136466,0
1746065769.761965,2.5360427721448153,3.115319916125524,2.1333259358622425,2.272383064710063,0
1746065769.7876017,2.5094609804724786,3.121659075293193,2.1578384440171763,2.266402155507094,0
1746065769.813408,2.4829253314157333,3.125612234670075,2.1830128133992606,2.2619228220588727,0
1746065769.8393805,2.4565776670391015,3.127178275463299,2.208764058178248,2.2589256232625985,0
1746065769.8682032,2.4305486450915668,3.126372733906466,2.235000147096588,2.2573878881806864,0
1746065769.899714,2.4049590151514795,3.1232299567238426,2.2616236085312806,2.2572855137542502,0
1746065769.9237294,2.3799200430652028,3.117802483881044,2.2885320094622243,2.2585920610139194,0
1746065769.9546206,2.3555307812092567,3.1101575823992302,2.315616239166857,2.2612783845772375,0
1746065769.9863498,2.3318810746325003,3.100379547550172,2.3427638679730585,2.265313338877203,0
1746065770.0179646,2.30905077604153,3.0885670948314274,2.3698585666364695,2.2706634692526,0
1746065770.0523205,2.287110506662729,3.0748320304451204,2.396780735164189,2.2772924673922255,0
1746065770.0789664,2.266120915914094,3.059296484909529,2.4234077850269733,2.2851607900420796,0
1746065770.104843,2.246134183309042,3.042092365822506,2.4496158307020672,2.2942257674252744,0
1746065770.129057,2.227195023292649,3.0233603173904173,2.475281135254845,2.304441926500328,0
1746065770.1549237,2.209340840691865,3.0032470473573114,2.5002804239318763,2.3157607587080955,0
1746065770.18388,2.192601586348416,2.981902641591457,2.524491427465936,2.32812978412613,0
1746065770.206018,2.1770014392642114,2.959480575976457,2.547795389781294,2.3414932991952466,0
1746065770.2363,2.1625588009783394,2.936134775812294,2.5700773877966805,2.3557919005109693,0
1746065770.2605865,2.1492872643776173,2.91201831204025,2.5912276333293227,2.370962595191419,0
1746065770.2951272,2.1371956799267315,2.887282372807288,2.6111423755046594,2.3869389949143245,0
1746065770.3169842,2.126288761856872,2.862074046891559,2.629725546638304,2.4036506221031795,0
1746065770.3363993,2.1165682968008546,2.8365375046306474,2.6468899771635708,2.4210247668964904,0
1746065770.3919897,2.1080317558162784,2.8108090498789755,2.6625567390830107,2.43898376474213,0
1746065770.4202404,2.0929306095383065,2.7568172929497425,2.6884194054020067,2.4797554271682345,0
1746065770.4639578,2.088783155005364,2.7320886929383765,2.701008753880263,2.496993737370045,0
1746065770.529792,2.0847781426943013,2.706406663796523,2.7103121138839956,2.5168300894817177,0
1746065770.5340343,2.08184982086242,2.6811042375737317,2.7179943219183422,2.5368709334326787,0
1746065770.5621371,2.080079078272783,2.6563582234145504,2.723902838565238,2.55692916382802,0
1746065770.5815005,2.0794349355216197,2.632251055489147,2.728039306132437,2.5769080893610394,0
1746065770.6257567,2.0798979797266037,2.608850251601592,2.7304192048093894,2.5967167306814267,0
1746065770.645379,2.0814454063616714,2.5862159154801607,2.731072653062809,2.616265307489984,0
1746065770.6753755,2.0840529793674634,2.5644008332686434,2.730039944590377,2.635464265636526,0
1746065770.6989276,2.0876948222080194,2.543450933403633,2.727372825938949,2.654224821910159,0
1746065770.7205236,2.0923441213260765,2.5234066380098703,2.7231331082064743,2.6724605028870507,0
1746065770.749342,2.0979722793094857,2.504302673169322,2.7173923519099623,2.6900875285850208,0
1746065770.7824192,2.1045482767360406,2.4861672177304164,2.710229234726072,2.7070237106034085,0
1746065770.8007352,2.112040268153409,2.4690241096235743,2.7017307085247886,2.723191428512799,0
1746065770.8327768,2.1204137067593054,2.4528918411859357,2.691989397344875,2.738516856955528,0
1746065770.8667452,2.1296327023914414,2.437785164371186,2.6811031432803882,2.7529312615092314,0
1746065770.9014184,2.1396589948572595,2.423713984709478,2.6691737832606575,2.766370887303448,0
1746065770.913924,2.150452074645259,2.4106847707053634,2.656305511811953,2.778777684547365,0
1746065770.9552727,2.161969353217954,2.3987000937303784,2.6426043941260913,2.7900997721324186,0
1746065771.003107,2.174166269384681,2.387759861835512,2.6281777369271806,2.8002923563803694,0
1746065771.0223553,2.2022826451784,2.3679820108508625,2.5958878709810618,2.8178178934762097,0
1746065771.0537071,2.2150586471303013,2.360500188007139,2.5805974314787936,2.824594336374766,0
1746065771.0931518,2.229814088273616,2.353521501569009,2.564019646838563,2.8301122627020754,0
1746065771.1287746,2.244892958397851,2.347516056226332,2.5472499875085806,2.8344544845866753,0
1746065771.156678,2.260307055506003,2.342526621354377,2.530411282196599,2.8375198395179426,0
1746065771.1767821,2.275993597886092,2.3385306407985724,2.5135905222521018,2.8393102672269883,0
1746065771.1956334,2.291893256441957,2.3355063334615243,2.496866242568535,2.8398404571860536,0
1746065771.2701845,2.3079458073492423,2.3334303943404993,2.480313226649097,2.839133727595552,0
1746065771.2958817,2.3417992930217264,2.3322455415844887,2.4462259511425364,2.834022770639516,0
1746065771.3143406,2.3574170166720165,2.332558291853005,2.4312400547009334,2.82997431228102,0
1746065771.341155,2.3738024788893117,2.334035028803215,2.4156746134358618,2.8246323344767306,0
1746065771.364128,2.3899983669813336,2.336278116425928,2.4006065214751326,2.8183074502957597,0
1746065771.3946407,2.4059223490379997,2.339298465683553,2.3861075293063307,2.8110138786017536,0
1746065771.4162602,2.4215138495492035,2.34306037857573,2.3722137766694633,2.802810213148181,0
1746065771.4493845,2.4367139346779645,2.3475286676339544,2.3589552902465702,2.793759724039551,0
1746065771.4832804,2.451465144772665,2.352666440028356,2.3463577446971775,2.783928474810981,0
1746065771.498352,2.465712496730296,2.3584355107754,2.334443534654633,2.7733847893137926,0
1746065771.5400825,2.479403456437152,2.364796882189441,2.3232317117836985,2.7621988062969627,0
1746065771.5828407,2.4924881968798225,2.3717099748258152,2.3127376921025755,2.7504413412358057,0
1746065771.6159723,2.5049198380549615,2.3791327840145406,2.3029736681962376,2.738183167318013,0
1746065771.647019,2.516655516701617,2.387022398289969,2.2939490043354502,2.725495122139241,0
1746065771.6779208,2.527656219571437,2.3953353707114626,2.2856703258301296,2.7124479132456405,0
1746065771.6997893,2.537886686224278,2.404026253335373,2.2781412249718302,2.6991099548488844,0
