time,vel_x,vel_y,vel_z
1746066266.7729883,0.0005461773835122585,-0.0005003245896659791,-5.9514892200240865e-05
1746066266.7984767,0.00050860590999946,-0.0005200371379032731,2.122555633832235e-05
1746066266.8249006,0.00046844995813444257,-0.0005359302158467472,0.00040172250010073185
1746066266.8479128,0.0004018687759526074,-0.000535467523150146,0.002539269160479307
1746066266.871356,0.00023544704890809953,-0.000470440078061074,0.007625345606356859
1746066266.9053721,-0.00015977004659362137,-0.00024277932243421674,0.015646429732441902
1746066266.9318917,-0.0009616434690542519,0.00029284233460202813,0.02621283382177353
1746066266.9577446,-0.002390156965702772,0.001322055351920426,0.0389491431415081
1746066266.9840307,-0.004698771983385086,0.003061224240809679,0.05344191938638687
1746066267.0096638,-0.008159449324011803,0.005742670968174934,0.06909194588661194
1746066267.0365362,-0.013047109358012676,0.009600109420716763,0.08522950112819672
1746066267.0715256,-0.019627783447504044,0.014858156442642212,0.10125938057899475
1746066267.087438,-0.028149902820587158,0.021724993363022804,0.11669784784317017
1746066267.1212437,-0.038839567452669144,0.03038843721151352,0.13117758929729462
1746066267.1506224,-0.051899414509534836,0.04101494699716568,0.14443950355052948
1746066267.1671531,-0.06751016527414322,0.05375076085329056,0.15631823241710663
1746066267.2161732,-0.08583375811576843,0.06872419267892838,0.16672515869140625
1746066267.2487195,-0.10701694339513779,0.08604825288057327,0.17563048005104065
1746066267.2672296,-0.13119444251060486,0.10582277178764343,0.18304598331451416
1746066267.3171067,-0.1584911346435547,0.12813562154769897,0.18900948762893677
1746066267.3542297,-0.22274194657802582,0.18054261803627014,0.19630344212055206
1746066267.3815312,-0.2598767876625061,0.2107338011264801,0.19771124422550201
1746066267.402847,-0.30053263902664185,0.24368880689144135,0.19786539673805237
1746066267.4337878,-0.344809889793396,0.27944889664649963,0.19686166942119598
1746066267.468809,-0.3927497863769531,0.3179991841316223,0.19469772279262543
1746066267.4804657,-0.4443552494049072,0.3592853546142578,0.19135147333145142
1746066267.5060034,-0.4995868504047394,0.40321046113967896,0.18679112195968628
1746066267.5325332,-0.5583571195602417,0.4496312141418457,0.18098090589046478
1746066267.5568538,-0.6205267906188965,0.4983556270599365,0.17388811707496643
1746066267.5841465,-0.685879647731781,0.5491254925727844,0.16546033322811127
1746066267.6113384,-0.7541066408157349,0.6016064286231995,0.15561768412590027
1746066267.6368146,-0.8248612880706787,0.6554335355758667,0.14433079957962036
1746066267.6671798,-0.8977952003479004,0.7102406620979309,0.13165318965911865
1746066267.7017398,-0.9725621938705444,0.7656651735305786,0.11770990490913391
1746066267.7351103,-1.0488227605819702,0.8213531970977783,0.10268736630678177
1746066267.775519,-1.1262402534484863,0.8769597411155701,0.0868171826004982
1746066267.8022885,-1.2044247388839722,0.9321107268333435,0.07030592113733292
1746066267.843433,-1.2829450368881226,0.9864169359207153,0.05333954840898514
1746066267.8558598,-1.3613686561584473,1.039505124092102,0.03611070662736893
1746066267.883969,-1.439278244972229,1.0910301208496094,0.018819959834218025
1746066267.9092033,-1.5162808895111084,1.1406819820404053,0.0016714008525013924
1746066267.934443,-1.5920137166976929,1.188188910484314,-0.015132706612348557
1746066267.96055,-1.666147232055664,1.2333176136016846,-0.03139675036072731
1746066267.9860907,-1.7383861541748047,1.275872826576233,-0.0469355508685112
1746066268.018943,-1.8084688186645508,1.3156940937042236,-0.061577070504426956
1746066268.0437326,-1.8761645555496216,1.352652668952942,-0.07516428828239441
1746066268.0649662,-1.9412702322006226,1.3866467475891113,-0.087556391954422
1746066268.0982988,-2.0037636756896973,1.4176753759384155,-0.09841098636388779
1746066268.1085246,-2.0638327598571777,1.4458380937576294,-0.10710815340280533
1746066268.1358514,-2.1214358806610107,1.4711216688156128,-0.11338122934103012
1746066268.1581569,-2.176379442214966,1.4934558868408203,-0.11725904047489166
1746066268.192575,-2.2284817695617676,1.5127958059310913,-0.11883610486984253
1746066268.2280004,-2.2775824069976807,1.5291249752044678,-0.11825662106275558
1746066268.2411559,-2.323544979095459,1.5424556732177734,-0.11570578813552856
1746066268.272443,-2.3662593364715576,1.5528289079666138,-0.11140057444572449
1746066268.3003623,-2.4056451320648193,1.560313105583191,-0.10558000952005386
1746066268.3403885,-2.4416518211364746,1.5650020837783813,-0.09849563986063004
1746066268.3617313,-2.4742591381073,1.5670130252838135,-0.09040245413780212
1746066268.3806117,-2.503476619720459,1.5664832592010498,-0.08155077695846558
1746066268.422546,-2.529341459274292,1.5635658502578735,-0.07217942178249359
1746066268.457755,-2.551915407180786,1.5584262609481812,-0.06251025199890137
1746066268.4926646,-2.571281909942627,1.551239013671875,-0.05274410918354988
1746066268.5126624,-2.5875425338745117,1.5421826839447021,-0.04305819049477577
1746066268.5576525,-2.6008129119873047,1.531437873840332,-0.03360461816191673
1746066268.6146219,-2.6112191677093506,1.5191831588745117,-0.024510134011507034
1746066268.6328113,-2.6188950538635254,1.5055936574935913,-0.015876684337854385
1746066268.6590495,-2.62397837638855,1.4908380508422852,-0.0077827088534832
1746066268.6841543,-2.626607894897461,1.4750773906707764,-0.00028492812998592854
1746066268.714902,-2.626922607421875,1.4584643840789795,0.006579509936273098
1746066268.7407396,-2.62505841255188,1.4411420822143555,0.012790702283382416
1746066268.7675736,-2.6211466789245605,1.4232436418533325,0.018343579024076462
1746066268.7984543,-2.6153149604797363,1.404892086982727,0.02324552834033966
1746066268.836419,-2.6076836585998535,1.3862006664276123,0.02751418761909008
1746066268.844979,-2.5983681678771973,1.3672726154327393,0.031175261363387108
1746066268.865382,-2.5875136852264404,1.3482654094696045,0.03393106162548065
1746066268.8893778,-2.5752065181732178,1.3292182683944702,0.03612353652715683
1746066268.932726,-2.5615549087524414,1.310201644897461,0.037973590195178986
1746066268.965885,-2.546717643737793,1.2913483381271362,0.03940587490797043
1746066268.993203,-2.530864715576172,1.2727903127670288,0.04036056622862816
1746066269.03672,-2.514173746109009,1.2546552419662476,0.04079384356737137
1746066269.0525897,-2.496821880340576,1.2370625734329224,0.04068552330136299
1746066269.078582,-2.4789814949035645,1.2201207876205444,0.04003835842013359
1746066269.1164784,-2.4608168601989746,1.203926920890808,0.03887641429901123
1746066269.157496,-2.4424824714660645,1.1885660886764526,0.03724232688546181
1746066269.200432,-2.4241204261779785,1.1741114854812622,0.035193946212530136
1746066269.2293642,-2.4058609008789062,1.1606255769729614,0.03280075639486313
1746066269.252338,-2.3878209590911865,1.1481597423553467,0.030140234157443047
1746066269.2699165,-2.370105504989624,1.1367565393447876,0.027294473722577095
1746066269.3120286,-2.35280704498291,1.1264491081237793,0.02434699609875679
1746066269.3302615,-2.3360073566436768,1.1172631978988647,0.021379943937063217
1746066269.352871,-2.319777250289917,1.1092170476913452,0.018471667543053627
1746066269.4121528,-2.3041772842407227,1.1023218631744385,0.01569475792348385
1746066269.4379933,-2.2892589569091797,1.0965821743011475,0.01311440858989954
1746066269.4649167,-2.2750632762908936,1.0919960737228394,0.01078724954277277
1746066269.4895747,-2.2616231441497803,1.088555097579956,0.008760545402765274
1746066269.5169015,-2.2489614486694336,1.0862441062927246,0.007071693427860737
1746066269.5602407,-2.2370922565460205,1.0850412845611572,0.005748121999204159
1746066269.5869856,-2.2260208129882812,1.0849181413650513,0.004807448945939541
1746066269.6150146,-2.215742588043213,1.0858391523361206,0.0042578657157719135
