x,y,z,vx,vy,vz,qx,qy,qz,qw
0.0,0.0,2.5,-1.805016720194498,0.8613331318023236,-0.0044521890686019,-0.0010855812308631797,0.00024574078987682263,0.9753223290546167,0.2207818239836259
-0.8501550942230078,0.42906345699187687,2.497935976000718,-1.7634565024606266,0.9435059112964149,-0.004207163685050731,-0.0010202186201196779,0.00025577097173331155,0.9699812324942747,0.24317647991191468
-1.6044794975020162,0.8576124348266092,2.496169852372466,-1.711194801433527,1.0352762411689775,-0.003923147822006203,-0.0009447173115171467,0.0002635388156864671,0.9632228032714562,0.2687012600029045
-2.2662828438363607,1.284910687535824,2.4946869438856867,-1.6449823859255246,1.1375499909976161,-0.003591150499515685,-0.0008570212387237927,0.0002674648972622873,0.9545915729575831,0.2979154584095364
-2.838874767225378,1.7102219691511495,2.493472565310822,-1.5605826791152053,1.2508282777950703,-0.0032003016926185723,-0.0007548517287616644,0.0002651785205110263,0.9434750427632026,0.331441851283489
-3.3255649016684026,2.1328100337042124,2.4925120314183142,-1.4526352509372311,1.3747156951958255,-0.0027381475895317943,-0.0006359783524900573,0.0002532237953664073,0.9290631404927996,0.36991986863785614
-3.729662881164772,2.551938635226639,2.4917906569786057,-1.3147475540206208,1.507127721122985,-0.002191900822358941,-0.0004988341746346036,0.00022680660605004085,0.9103221543568908,0.41389947010453626
-4.05447833971382,2.9668715277500586,2.491293756762139,-1.140137823939389,1.6431929979329558,-0.001551467222363172,-0.00034365841582192913,0.000179831871206375,0.8860214630768664,0.4636435185254722
-4.303320911314883,3.3768724653060973,2.491006645539355,-0.9232840340802903,1.7741324108331433,-0.000815049434672742,-0.00017419238514713718,0.00010571704251344268,0.8548804712037664,0.5188244644003748
-4.479500229967299,3.781205201926382,2.4909146380806964,-0.662846576499453,1.8869643053770964,3.05366868250071e-06,6.228804234343107e-07,-4.4139038279403983e-07,0.8159113314419758,0.5781766057382086
-4.586325929670401,4.179133491642541,2.491003049156606,-0.36514295225199256,1.9663849421432638,0.0008659759297254989,0.00016647316112769315,-0.00013840632395797263,0.7689508526532729,0.6393074605407137
-4.627107644423527,4.569921088486201,2.491257193537525,-0.04579458105570352,1.999474874274832,0.0017160357704897658,0.0003068082863559149,-0.00029986212377820255,0.7151561304003848,0.6989642453157129
-4.60515500822601,4.952831746488989,2.4916623859938967,0.2731638165558192,1.9812559634746436,0.0024891929688834525,0.00040887813560393704,-0.0004691201722820363,0.6570453573465982,0.7538504516225264
-4.523777655077188,5.327129219682533,2.4922039412961627,0.5702359828878392,1.9169822510932157,0.003135861865961006,0.00046870417939124173,-0.0006284252757362982,0.5978632139795297,0.8015974401149504
-4.386285218976397,5.69207726209846,2.4928671742147643,0.8309437333344109,1.819208391200036,0.003633974351316386,0.0004911443833268274,-0.0007642892635924468,0.5406138442966918,0.8412700755428352
-4.195987333922971,6.046939627768396,2.493637399520145,1.0498694830569761,1.7022802468779505,0.003987343445849403,0.00048583042448104583,-0.0008704315268546263,0.48737228615894596,0.8731934239580463
-3.9561936339162473,6.3909800707239715,2.494499931982746,1.2286071094987219,1.578133922931116,0.004215042381628681,0.000462752660222241,-0.0009467164656774436,0.4391437380609185,0.8984159181926519
-3.6702137529555605,6.72346234499681,2.4954400863730104,1.3724157373085095,1.454804482386716,0.004340781308321351,0.0004298458649770453,-0.000996434769319383,0.39609971893797524,0.918206583821294
-3.3413573250402506,7.043650204618542,2.496443177461379,1.487594915397952,1.336802906961301,0.004386485671754808,0.0003924929501054906,-0.0010239768963050248,0.357910815446755,0.9337548615709229
